German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
süß;1;0;0;0;0;0;0;0;0;0
süß;1;0;0;1;0;0;1;0;1;1
Süßes Herz;1;0;0;1;0;0;1;1;0;1
Süßigkeiten;0;0;0;0;0;0;0;0;0;0
Symbol;0;0;0;0;0;0;0;0;0;0
Symbol;0;0;0;0;0;0;0;0;0;0
Symmetrie;1;0;0;0;0;0;1;0;0;1
Sympathie;1;0;0;0;0;0;0;1;0;0
sympathisch;1;0;0;0;0;1;1;1;0;1
synchronisieren;0;0;0;0;0;0;0;0;0;0
synchronisieren;1;0;0;1;0;0;1;0;1;1
Syntax;0;0;0;0;0;0;0;0;0;0
Synthese;0;0;0;0;0;0;0;0;0;0
System;0;0;0;0;0;0;0;0;0;1
Szene;0;0;0;0;0;0;0;0;0;0
Tabak;0;1;0;0;0;0;0;0;0;0
Tabelle;0;0;0;0;0;0;0;0;0;0
Tabernakel;0;0;0;0;0;0;0;0;0;0
Tablett;0;0;0;0;0;0;0;0;0;0
Tablette;0;0;0;0;0;0;0;0;0;0
Tadel;0;1;0;0;0;0;0;0;0;0
tadellos;1;0;0;0;0;0;0;0;0;1
tadellos;1;0;0;0;0;0;0;0;0;1
Tafel;0;0;0;1;0;0;0;0;0;0
Tafelberg;0;0;0;0;0;0;0;0;0;0
Tag;0;0;0;0;0;0;0;0;0;0
tagaktiv;0;0;0;0;0;0;0;0;0;0
Tagebuch;1;0;0;0;0;0;1;0;0;1
Tagesanbruch;0;0;0;0;0;0;0;0;0;0
täglich;0;0;0;1;0;0;0;0;0;0
täglich;0;0;0;0;0;0;0;0;0;0
Taille;0;0;0;0;0;0;0;0;0;0
Takelage;0;0;0;0;0;0;0;0;0;0
Taktstock;0;0;0;0;0;0;0;0;0;0
Tal;0;0;0;0;0;0;0;0;0;0
Tal;0;0;0;0;0;0;0;0;0;0
Tal;0;0;0;0;0;0;0;0;0;0
Tal;0;0;0;0;0;0;0;0;0;0
Talent;1;0;0;0;0;0;0;0;0;0
talentiert;0;0;0;0;0;0;0;0;0;0
Talisman;1;0;0;0;0;0;0;0;0;0
Tante;1;0;0;0;0;0;0;0;0;1
Tanz;1;0;0;0;0;0;1;0;0;1
Tänzer;0;0;0;0;0;0;0;0;0;0
Tapferkeit;1;0;0;0;0;0;0;0;0;0
Tapferkeit;1;0;0;0;0;0;0;0;0;1
Tarif;0;1;1;0;1;0;0;0;0;0
Tarnung;0;0;0;0;0;0;0;0;1;0
Tasche;0;0;0;0;0;0;0;0;0;0
Tasche;0;0;0;0;0;0;0;0;0;0
Taschenlampe;0;0;0;0;0;0;0;0;0;0
Taschentuch;0;0;0;0;0;0;0;0;0;0
Tasse;0;0;0;0;0;0;0;0;0;0
tastbar;0;0;0;0;0;0;0;0;1;0
Taste;0;0;0;0;0;0;0;0;0;0
tasten;0;1;1;0;1;1;0;0;0;0
Tat;0;0;0;0;0;0;0;0;0;1
tat;0;0;0;0;0;0;0;0;0;0
Taten;0;0;0;0;0;0;0;0;0;0
Täter;0;1;0;0;0;0;0;0;0;0
Täter;0;1;1;0;1;1;0;1;0;0
Tätowierung;0;0;0;0;0;0;0;0;0;0
Tatsache;0;0;0;0;0;0;0;0;0;1
tatsächlich;1;0;0;0;0;0;0;0;0;0
Tau;0;0;0;0;0;0;0;0;0;0
taub;0;1;0;0;0;0;0;0;0;0
taub;0;1;0;0;0;0;0;0;0;0
Taube;1;0;0;1;0;0;1;0;0;1
Taube;0;1;0;0;0;0;0;0;0;0
Taubheit;0;0;0;0;0;0;0;0;0;0
Taubheit;0;1;0;0;0;0;0;1;0;0
Tauch;0;0;0;0;0;0;0;0;0;0
tauchen;0;0;0;0;0;0;0;0;0;0
tauchen;0;0;0;0;0;0;0;0;0;0
tauchen;1;0;0;1;0;1;1;0;1;1
Taucher;0;0;0;0;0;0;0;0;0;0
Tauf-;1;0;0;0;0;0;1;0;0;0
Taufe;1;0;0;0;0;0;0;0;0;0
Taufe;0;0;0;0;0;0;0;0;0;0
taumeln;0;0;0;0;0;0;0;0;1;0
Tausch;0;0;0;0;0;0;0;0;0;0
Tauschhandel;0;0;0;0;0;0;0;0;0;1
Täuschung;0;1;0;0;0;0;0;0;0;0
Tausend;0;0;0;0;0;0;0;0;0;0
Tauwetter;0;0;0;0;0;0;0;0;0;0
Taxi;1;0;0;0;0;0;0;0;0;0
Techniker;0;0;0;0;0;0;0;0;0;0
Techniker;0;0;0;0;0;0;0;0;0;0
technisch;0;0;0;0;0;0;0;0;0;0
Technologie;1;0;0;0;0;0;0;0;0;0
ted;0;0;0;0;0;0;0;0;0;0
Tee;0;0;0;0;0;0;0;0;0;0
Teenageralter;1;1;0;0;0;0;0;0;0;0
Teich;0;0;0;0;0;0;0;0;0;0
Teig;0;1;1;0;0;1;0;0;0;0
Teig;0;0;0;0;0;0;0;0;0;0
Teig;1;0;0;0;0;0;1;0;0;0
Teil;0;0;0;0;0;0;0;0;0;0
Teil;0;0;0;0;0;0;0;0;0;0
teilbar;0;0;0;0;0;0;0;0;0;0
Teilchen;0;0;0;0;0;0;0;0;0;0
Teile;0;0;0;0;0;0;0;0;0;0
teilen;0;0;0;0;0;0;0;0;0;0
Teilen;1;0;0;1;0;0;1;0;0;1
Teilnahme;0;0;0;1;0;0;0;0;0;0
teilnehmen;0;0;0;0;0;0;0;0;0;0
Teilt;0;1;0;0;0;0;0;0;0;0
teilweise;0;0;0;0;0;0;0;0;0;0
teilweise;0;0;0;0;0;0;0;0;0;0
Teint;0;0;0;0;0;0;0;0;0;0
Telefon;0;0;0;0;0;0;0;0;0;0
Telefon;0;0;0;0;0;0;0;0;0;0
Telegraf;0;0;0;0;0;0;0;0;0;0
Teleskop;0;0;0;0;0;0;0;0;0;0
Teller;0;0;0;0;0;0;0;0;0;0
Tempel;0;0;0;0;0;0;0;0;0;0
Temperament;0;0;0;0;0;0;0;0;0;0
temperamentvoll;1;0;0;0;0;0;1;0;0;0
Temperatur;0;0;0;0;0;0;0;0;0;0
Tempo;0;0;0;0;0;0;0;0;0;0
temporal;0;0;0;0;0;0;0;0;0;0
Tennis;0;0;0;0;0;0;0;0;0;0
Tenor;0;0;0;0;0;0;0;0;0;0
Teppich;0;0;0;0;0;0;0;0;0;0
Terminal;0;1;0;0;0;1;0;1;0;0
Termite;0;1;0;0;1;0;0;0;0;0
Terrasse;0;0;0;0;0;0;0;0;0;0
terrestrisch;0;0;0;0;0;0;0;0;0;0
territorial;0;0;0;0;0;0;0;0;0;0
Terror;0;1;0;0;0;1;0;0;0;0
Terrorismus;0;1;1;0;1;1;0;1;0;0
Terrorist;0;1;1;0;1;1;0;1;1;0
Test;0;0;0;0;0;0;0;0;0;0
Testamentsvollstrecker;0;0;0;0;0;0;0;0;0;1
tethered;0;0;0;0;0;0;0;0;0;0
teuer;0;0;0;0;0;0;0;0;0;0
teuer;0;0;0;0;0;0;0;0;0;0
Teufel;0;0;0;0;0;0;0;0;0;0
Teufel;0;1;1;1;1;1;0;1;0;0
teuflisch;0;1;0;0;1;1;0;0;0;0
teuflisch;0;1;1;0;1;1;0;0;0;0
Text;0;0;0;0;0;0;0;0;0;0
Textur;0;0;0;0;0;0;0;0;0;0
Textvorschlag;0;1;0;0;0;0;0;0;0;0
Theater;0;0;0;0;0;0;0;0;0;0
theatralisch;0;0;0;0;0;0;0;0;0;0
Thema;0;0;0;0;0;0;0;0;0;0
Thema;0;0;0;0;0;0;0;0;0;0
Theologie;0;0;0;1;0;0;0;0;0;0
theoretisch;0;0;0;0;0;0;0;0;0;0
theoretisch;1;0;0;0;0;0;0;0;0;0
Theorie;0;0;0;1;0;0;0;0;0;1
thermisch;0;0;0;0;0;0;0;0;0;0
Thermometer;0;0;0;0;0;0;0;0;0;1
Thesaurus;0;0;0;0;0;0;0;0;0;0
These;0;0;0;0;0;0;0;0;0;0
Thron;1;0;0;0;0;0;0;0;0;1
Thunfisch;0;0;0;0;0;0;0;0;0;0
Tiara;0;0;0;0;0;0;0;0;0;0
tick;0;0;0;0;0;0;0;0;0;0
Ticket;0;0;0;0;0;0;0;0;0;0
tief verwurzelt;0;0;0;0;0;0;0;0;0;0
Tiefe;1;0;0;0;0;0;0;0;0;1
Tiefenmessung;0;0;0;0;0;0;0;0;0;0
Tiefland;0;1;0;0;0;0;0;0;0;0
Tier;0;0;0;0;0;0;0;0;0;0
Tier;0;1;1;0;0;1;0;0;0;0
Tier;0;1;1;0;0;1;0;1;0;0
tierisch;0;1;0;0;1;1;0;0;0;0
tiff;0;1;1;0;0;0;0;0;0;0
Tiger;0;0;0;0;0;0;0;0;0;0
Tinte;0;0;0;0;0;0;0;0;0;0
Titel;1;0;0;0;0;0;0;0;0;1
Toast;1;0;0;0;0;0;1;0;0;0
toby;0;0;0;0;0;0;0;0;0;0
Tochter;1;0;0;0;0;0;1;0;0;0
Tochtergesellschaft;0;0;0;0;0;0;0;0;0;0
Tod;0;1;1;1;1;1;0;1;1;0
tod;0;0;0;0;0;0;0;0;0;0
Todesfall;0;1;0;0;0;1;0;1;0;0
tödlich;0;1;1;0;1;1;0;1;0;0
tödlich;0;1;0;0;1;1;0;1;0;0
Toilette;0;0;0;0;1;0;0;0;0;0
Toilette;0;1;0;0;1;0;0;0;0;0
tolerieren;0;1;1;0;0;0;0;1;0;0
Tomahawk;0;0;0;0;0;0;0;0;0;0
Ton;0;0;0;0;0;0;0;0;0;0
Ton;0;0;0;0;0;0;0;0;0;0
tong;0;0;0;0;0;0;0;0;0;0
Tonne;0;0;0;0;0;0;0;0;0;0
Tönung;0;0;0;0;0;0;0;0;0;0
Tönung;0;0;0;0;0;0;0;0;0;0
Top-;1;0;0;1;0;0;0;0;0;1
Topf;0;0;0;0;0;0;0;0;0;0
Topf;0;0;0;0;0;0;0;0;0;0
Töpferwaren;0;0;0;0;0;0;0;0;0;0
Tor;0;0;0;0;0;0;0;0;0;1
Tor;0;0;0;0;0;0;0;0;0;1
tor;0;0;0;0;0;0;0;0;0;0
Torheit;0;1;0;0;0;0;0;0;0;0
Torheit;0;1;0;0;0;0;0;0;0;0
töricht;0;1;0;0;0;0;0;0;0;0
töricht;0;1;0;0;1;0;0;0;0;0
Tornado;0;0;0;0;0;1;0;0;0;0
Tornister;0;0;0;0;0;0;0;0;0;0
Törtchen;0;0;0;0;0;0;0;0;0;0
Tortur;0;1;1;0;0;0;0;0;1;0
total;0;0;0;0;0;0;0;0;0;0
Totem;0;0;0;0;0;0;0;0;0;0
töten;0;1;0;0;0;1;0;1;0;0
Totenglocke;0;1;0;0;0;1;0;1;0;0
Totschlag;0;1;1;0;1;1;0;1;0;0
Totschlag;0;1;1;0;1;1;0;1;1;0
Totschläger;0;1;0;0;0;0;0;0;0;0
Tötung;0;1;1;0;0;1;0;1;0;0
Tour;0;0;0;0;0;0;0;0;0;0
Tourist;0;0;0;0;0;0;0;0;0;0
Tracht Prügel;0;1;1;0;0;1;0;1;0;0
Tracht Prügel;0;0;1;0;0;0;0;0;0;0
Tradition;0;0;0;0;0;0;0;0;0;0
traditionell;1;0;0;0;0;0;0;0;0;0
Tragbahre;0;0;0;0;0;1;0;1;0;0
Trage;0;0;0;0;0;0;0;0;0;0
träge;0;0;0;0;0;0;0;0;0;0
träge;0;1;0;0;0;0;0;1;0;0
tragen;0;0;0;0;0;0;0;0;0;0
Tragen;0;0;0;0;0;0;0;0;0;0
tragen;0;0;0;0;0;0;0;0;0;0
tragen;0;1;0;0;0;0;0;0;0;1
Tragen;0;0;0;0;0;0;0;0;0;0
Träger;0;0;0;0;0;0;0;0;0;0
Träger;0;0;0;0;0;0;0;0;0;0
Träger;1;0;0;0;0;0;0;0;0;1
Trägheit;0;0;0;0;0;0;0;0;0;0
tragisch;0;1;0;0;0;0;0;0;0;0
Tragödie;0;1;0;0;0;1;0;1;0;0
Trainer;0;0;0;0;0;0;0;0;0;1
tränenreich;0;0;0;0;1;1;0;1;0;0
Transaktion;0;0;0;0;0;0;0;0;0;1
Transfer;0;0;0;0;0;0;0;0;0;0
Transformation;0;0;0;0;0;0;0;0;0;0
transformieren;0;0;0;0;0;0;0;0;0;0
Transit;0;0;0;0;0;0;0;0;0;0
transparent;0;0;0;0;0;0;0;0;0;0
Transparenz;0;0;0;0;0;0;0;0;0;0
Transport;0;0;0;0;0;0;0;0;0;0
Transport;0;0;0;0;0;0;0;0;0;0
Transporter;0;0;0;0;0;0;0;0;0;0
Traubenzucker;0;0;0;0;0;0;0;0;0;0
Trauer;0;1;0;0;0;0;0;1;0;0
Trauer;0;1;0;0;0;0;0;1;0;0
Trauer;0;1;0;0;0;1;0;1;0;0
Trauerfall;0;1;0;0;0;0;0;1;0;0
trauern;0;1;0;0;0;1;0;1;0;0
trauern;0;1;0;0;0;0;0;1;0;0
träumen;0;0;0;0;0;0;0;0;0;0
träumen;0;0;0;0;0;0;0;0;0;0
Träumer;0;0;0;0;0;0;0;0;0;0
Träumerei;0;0;0;0;0;0;0;0;0;0
Träumereien;1;0;0;0;0;0;1;0;0;1
traurig;0;1;1;0;0;1;0;1;0;0
traurig;0;1;0;0;0;0;0;1;0;0
traurig;0;1;0;0;0;0;0;1;0;0
traurig;0;1;0;0;0;0;0;1;0;0
traurige Berühmtheit;1;1;1;0;1;1;0;0;0;0
Traurigkeit;0;1;0;0;0;0;0;1;0;1
treffen;0;0;0;0;0;0;0;0;0;0
Treffen;0;0;0;0;0;0;0;0;0;0
treibend;0;1;0;1;0;1;0;1;0;0
Tremor;0;1;1;1;0;1;0;1;0;0
Trend;1;0;0;0;0;0;0;0;0;0
Trending;0;0;0;0;0;0;0;0;0;0
trennen;0;0;0;0;0;0;0;0;0;0
trennen;0;1;0;0;0;0;0;1;0;0
trennen;0;0;0;0;0;0;0;0;0;0
Trennung;0;0;0;0;0;0;0;0;0;0
Trennwand;0;0;0;0;0;0;0;0;0;0
Treppe;0;0;0;0;0;0;0;0;0;0
Treppe;0;0;0;0;0;0;0;0;0;0
Treppe;0;0;0;0;0;0;0;0;0;0
Treppe;0;0;0;0;0;0;0;0;0;0
Tresor;0;0;0;0;0;0;0;0;0;0
treu;1;0;0;0;0;0;0;0;0;1
Treue;1;0;0;0;0;0;0;0;0;1
Treue;1;0;0;0;0;0;1;0;0;1
Treuhänder;0;0;0;0;0;0;0;0;0;0
treulos;0;1;0;0;0;0;0;1;0;0
Tribut;1;0;0;0;0;0;0;0;0;0
Trichter;0;0;0;0;0;0;0;0;0;0
Trichter;0;0;0;0;0;0;0;0;0;0
Trick;0;1;0;0;0;0;0;0;1;0
Trigonometrie;0;0;0;0;0;0;0;0;0;0
trimmen;0;0;0;0;0;0;0;0;0;0
Trinken;0;0;0;0;0;0;0;0;0;0
Trinken;0;1;0;0;0;0;0;0;0;0
Trinkgeld;0;0;0;0;0;0;0;0;0;0
Trio;0;0;0;0;0;0;0;0;0;0
Tripper;0;1;1;0;1;1;0;1;0;0
Trittbrettfahrer;0;1;1;0;1;0;0;0;0;0
Tritte;0;0;1;0;0;0;0;0;0;0
Triumph;1;0;0;1;0;0;1;0;0;0
triumphierend;1;0;0;1;0;0;1;0;0;1
trocken;0;1;0;0;0;0;0;1;0;0
trocken;0;0;0;0;0;0;0;0;0;0
Trockenheit;0;1;0;0;0;0;0;0;0;0
Trockenheit;0;0;0;0;0;0;0;0;0;0
Trödel;0;1;0;0;0;0;0;0;0;0
Trog;0;0;0;0;0;0;0;0;0;0
Trommel;0;0;0;0;0;0;0;0;0;0
Trompete;0;1;0;0;0;0;0;0;0;0
Tropf;0;0;0;0;0;0;0;0;0;0
Tröpfchen;0;0;0;0;0;0;0;0;0;0
tropfend;0;0;0;0;0;0;0;0;0;0
Trophäe;1;0;0;1;0;0;1;0;1;1
Trost;0;0;0;0;0;0;0;0;0;0
Trost;1;0;0;0;0;0;0;0;0;0
Tröster;0;0;0;0;0;0;0;0;0;0
trostlos;0;1;0;0;0;0;0;1;0;0
trostlos;0;1;0;0;0;0;0;1;0;0
Trottel;0;1;0;0;0;0;0;0;0;0
Trottel;0;0;1;0;0;0;0;0;1;0
Trottel;0;1;0;0;0;0;0;0;0;0
Trotz;0;1;1;0;1;1;0;0;0;0
Trotz;0;1;1;0;0;0;0;0;0;0
trotzen;0;1;1;0;0;1;0;1;1;0
trotzig;0;1;1;0;0;0;0;0;0;0
trübe;0;1;0;0;1;0;0;1;0;0
Trübung;0;1;0;0;0;1;0;0;0;0
trügerisch;0;1;0;0;0;0;0;0;0;0
Trugschluss;0;1;0;0;0;0;0;0;0;0
Trumpf;0;0;0;0;0;0;0;0;1;0
Trunkenheit;0;1;0;0;0;0;0;0;0;0
Trupp;0;0;0;0;0;0;0;0;0;0
Tuch;0;0;0;0;0;0;0;0;0;0
tüchtig;1;0;0;0;0;0;0;0;0;1
Tücke;0;1;0;1;0;1;0;1;0;0
tückisch;0;1;1;0;1;1;0;0;0;0
Tugend;1;0;0;0;0;0;0;0;0;1
Tülle;0;0;0;0;0;0;0;0;0;0
tummeln;1;0;0;0;0;0;1;0;0;0
Tunnel;0;0;0;0;0;0;0;0;0;0
tupfen;0;0;0;0;0;0;0;0;0;0
Tür;0;0;0;0;0;0;0;0;0;0
turbulent;0;1;1;0;0;1;0;0;0;0
turbulent;0;1;0;0;0;1;0;0;0;0
Turbulenz;0;1;1;0;0;1;0;0;0;0
Türklingel;0;0;0;0;0;0;0;0;0;0
Turm;0;1;1;0;1;0;0;0;0;0
Turm;1;0;0;0;0;0;0;0;0;0
Türmchen;0;0;0;0;0;0;0;0;0;0
Turn-;0;0;0;0;0;0;0;0;0;0
Turner;1;0;0;0;0;0;0;0;0;0
Turnhalle;0;0;0;0;0;0;0;0;0;0
Turnschuhe;0;0;0;0;0;0;0;0;0;0
Türöffnung;0;0;0;0;0;0;0;0;0;0
Twist;0;0;0;0;0;0;0;0;0;0
typisch;0;0;0;0;0;0;0;0;0;0
U-Bahn;0;0;0;0;0;0;0;0;0;0
übel;0;1;1;0;1;1;0;0;0;0
übel;0;1;0;0;1;0;0;1;0;0
übel nehmen;0;1;1;0;0;0;0;0;0;0
Übelkeit;0;1;0;0;1;0;0;0;0;0
über Kopf;0;0;0;0;0;0;0;0;0;0
überarbeiten;1;0;0;0;0;0;0;0;0;0
Überdosis;0;1;0;0;0;0;0;0;0;0
übereinstimmend;0;0;0;0;0;0;0;0;0;0
übereinstimmend;0;0;0;0;0;0;0;0;0;0
Übereinstimmung;1;0;0;0;0;0;0;0;0;1
Übereinstimmung;0;0;0;0;0;0;0;0;0;0
Überfahrt;0;0;0;0;0;0;0;0;0;0
Überfall;0;1;1;0;0;1;0;0;1;0
überfallen;0;1;1;0;0;1;0;1;1;0
überfällig;0;1;0;1;0;0;0;1;1;0
überfliegen;0;0;0;0;0;0;0;0;0;0
Überfluss;1;1;0;1;1;0;1;0;0;1
überflüssig;0;1;0;0;0;0;0;0;0;0
Überführung;0;0;0;0;0;0;0;0;0;0
überfüllt;0;0;0;0;0;0;0;0;0;0
Übergabe;0;1;0;0;0;1;0;1;0;0
Übergang;0;0;0;0;0;0;0;0;0;0
Übergangs-;0;0;0;1;0;0;0;0;0;0
übergehen;0;0;0;0;0;0;0;0;0;0
überglücklich;1;0;0;0;0;0;1;0;0;0
übergreifen;0;0;0;0;0;0;0;0;0;0
Übergriff;0;1;0;0;0;1;0;0;0;0
Überholung;0;0;0;0;0;0;0;0;0;0
überladen;0;0;0;0;0;0;0;0;0;0
überlagert;0;0;0;0;0;0;0;0;0;0
Überlagerung;0;0;0;0;0;0;0;0;0;0
Überlappung;0;0;0;0;0;0;0;0;0;0
Überlast;0;1;0;0;0;0;0;1;0;0
überlasten;0;1;0;0;0;0;0;0;0;0
Überlauf;0;1;0;0;0;0;0;0;0;0
Überlaufen;0;0;0;0;0;0;0;0;0;0
Überleben;0;0;0;0;0;0;0;0;0;0
Überleben;0;0;0;0;0;0;0;0;0;0
überleben;1;0;0;0;0;0;0;0;0;0
überlegen;1;0;0;0;0;0;0;0;0;0
Überlegung;0;0;0;0;0;0;0;0;0;0
Überlieferung;0;0;0;0;0;0;0;0;0;0
übermäßig;0;0;0;0;0;0;0;0;0;0
Übermensch;1;0;0;0;0;0;1;0;0;1
übermenschlich;1;0;0;0;0;0;0;0;0;0
übermitteln;0;0;0;0;0;0;0;0;0;0
übermitteln;0;0;0;0;0;0;0;0;0;0
Übernahme;0;0;0;0;0;0;0;0;0;0
Überprüfung;0;1;0;0;0;0;0;0;0;0
Überprüfung;1;0;0;0;0;0;0;0;0;1
überqueren;0;1;1;0;0;1;0;1;0;0
überrascht;0;0;0;0;0;0;0;0;1;0
Überraschung;1;0;0;0;0;1;1;0;1;0
überreden;0;0;0;0;0;0;0;0;0;1
Überrest;0;0;0;0;0;0;0;0;0;0
Überreste;1;1;0;0;1;1;0;0;0;1
überschätzen;0;0;0;0;0;0;0;0;1;0
überschreiten;1;0;0;1;0;0;1;0;0;0
Überschreitung;0;1;0;0;0;0;0;0;0;0
Überschrift;0;0;0;0;0;0;0;0;0;0
Überschuss;0;1;0;0;0;0;0;0;0;0
Überschuss;0;0;0;0;0;0;0;0;0;0
Überschwemmung;0;0;0;0;0;0;0;0;0;0
übersetzen;0;0;0;0;0;0;0;0;0;0
Übersetzung;0;0;0;0;0;0;0;0;0;1
überspringen;0;1;0;0;0;0;0;0;0;0
Überstand;0;0;0;0;0;0;0;0;0;0
übertragen;0;0;0;0;0;0;0;0;0;0
Übertragung;0;1;0;0;0;0;0;0;0;0
Übertragung;0;0;0;0;0;0;0;0;0;0
übertreffen;1;0;0;1;0;0;1;0;1;1
übertreffen;1;0;0;1;0;0;0;0;0;0
übertreiben;0;1;1;0;0;0;0;0;0;0
übertreiben;0;1;0;0;0;0;0;0;0;0
Übertreibung;0;0;0;0;0;0;0;0;0;0
Übertreibung;0;1;0;0;0;0;0;0;0;0
übertrieben;0;1;0;0;0;0;0;0;0;0
übertrieben;0;0;0;0;0;0;0;0;0;0
überwachen;0;0;0;0;0;0;0;0;0;0
überwältigen;0;1;0;0;0;0;0;0;0;0
überwältigt;0;1;0;0;0;0;0;1;0;0
Überweisung;0;0;0;0;0;0;0;0;0;0
überwiegen;0;0;0;0;0;0;0;0;0;0
überwiegen;0;0;0;0;0;0;0;0;0;0
überwintern;0;0;0;0;0;0;0;0;0;0
Überwucherung;0;0;0;0;0;0;0;0;0;0
überzeugen;1;0;0;1;0;0;0;0;0;1
überzeugen;0;0;0;0;0;0;0;0;0;1
überzeugend;0;0;0;0;0;0;0;0;0;1
überzeugend;0;0;0;0;0;0;0;0;0;0
überzeugt;0;0;0;0;0;0;0;0;0;1
Überzeugung;0;1;0;0;0;0;0;0;0;0
Überzeugungskraft;0;0;0;0;0;0;0;0;0;0
Überzug;0;0;0;0;0;0;0;0;0;0
Überzug;0;0;0;0;0;0;0;0;0;0
üblich;0;0;0;0;0;0;0;0;0;0
üblich;1;0;0;0;0;0;0;0;0;1
übrig;0;0;0;0;0;0;0;0;0;0
übrigens;0;0;0;0;0;0;0;0;0;0
Übung;0;0;0;0;0;0;0;0;0;0
Ufer;0;0;0;0;0;0;0;0;0;0
Uhr;0;0;0;1;0;0;0;0;0;0
Uhrwerk;0;0;0;0;0;0;0;0;0;0
umarmen;1;0;0;1;0;0;1;0;1;1
Umarmung;1;0;0;0;0;0;1;0;0;1
Umfang;0;0;0;0;0;0;0;0;0;0
Umfang;0;0;0;0;0;0;0;0;0;0
Umfang;0;0;0;0;0;0;0;0;0;0
Umfang;0;0;0;0;0;0;0;0;0;0
umfangreich;1;0;0;0;0;0;0;0;0;0
Umfangs;0;0;0;0;0;0;0;0;0;0
umfassen;0;0;0;0;0;0;0;0;0;0
umfassen;0;0;0;0;0;0;0;0;0;0
umfassend;1;0;0;0;0;0;0;0;0;0
Umfrage;0;0;0;0;0;0;0;0;0;1
Umfrage;0;0;0;0;0;0;0;0;0;0
umgänglich;1;0;0;0;0;0;0;0;0;0
umgangssprachlich;0;0;0;0;0;0;0;0;0;0
umgeben;0;0;0;0;0;0;0;0;0;0
umgeben;1;1;0;1;0;0;0;0;0;0
Umgebung;0;0;0;0;0;0;0;0;0;0
Umgebung;0;0;0;0;0;0;0;0;0;0
Umgebung;0;0;0;0;0;0;0;0;0;0
Umgebung;0;0;0;0;0;0;0;0;0;0
Umgebung;0;0;0;0;0;0;0;0;0;0
Umgebungs-;0;0;0;0;0;0;0;0;0;0
Umgehung;1;1;0;0;0;0;0;0;0;0
umgekehrt;0;0;0;0;0;0;0;0;0;0
umgekehrt;0;0;0;0;0;0;0;0;0;0
umgekehrt;0;0;0;0;0;0;0;0;0;0
umgekommen;0;1;0;0;0;0;0;1;0;0
Umhang;0;0;0;0;0;0;0;0;0;0
umkehren;0;0;0;0;0;0;0;0;0;0
umkehren;0;0;0;0;0;0;0;0;0;0
Umkehrung;0;1;1;0;1;0;0;0;1;0
Umkreisung;0;0;0;0;0;0;0;0;0;0
Umkreisung;0;0;0;0;0;0;0;0;0;0
umlauf;0;0;0;0;0;0;0;0;0;0
umleiten;0;0;0;0;0;0;0;0;0;0
Umleitung;1;0;0;0;0;0;0;0;1;0
Umlenkblech;0;0;0;0;0;0;0;0;0;0
Ummantelung;0;0;0;0;0;0;0;0;0;0
Umrandung;0;0;0;0;0;0;0;0;0;0
Umreifung;0;0;0;0;0;0;0;0;0;0
umreißen;0;0;0;0;0;0;0;0;0;0
Umriss;0;0;0;0;0;0;0;0;0;0
Umrissen;0;0;0;0;0;0;0;0;0;0
umschließen;0;0;0;0;0;0;0;0;0;0
umschriebene;0;0;0;0;0;0;0;0;0;0
umsichtig;1;0;0;0;0;0;0;0;0;1
Umstand;0;0;0;0;0;0;0;0;0;0
umstritten;0;1;1;0;0;0;0;0;0;0
umwandelbar;0;0;0;0;0;0;0;0;0;0
Umwandlung;1;0;0;0;0;0;0;0;0;0
Umwandlung;0;0;0;0;0;0;0;0;0;0
Umweg;0;0;0;0;0;0;0;0;0;0
umwerben;0;0;0;0;0;0;0;0;0;0
Umzug;0;0;0;0;0;0;0;0;0;0
unabhängig;0;0;0;0;0;0;0;0;0;0
unabhängig davon,;0;0;0;0;0;0;0;0;0;0
Unabhängigkeit;1;0;0;1;0;0;1;0;1;1
unabsehbar;0;1;0;0;0;0;0;0;0;0
unähnlich;0;0;0;0;0;0;0;0;0;0
unangebracht;0;1;0;0;0;0;0;0;0;0
Unangemessenheit;0;1;0;0;0;0;0;0;0;0
unangenehm;0;0;0;0;0;0;0;0;0;0
unansehnlich;0;1;0;0;1;0;0;0;0;0
unanständig;0;1;0;0;1;0;0;0;0;0
unanständig;0;1;0;0;1;0;0;0;0;0
Unanständigkeit;0;0;1;0;1;0;0;0;0;0
unaufdringlich;0;0;0;0;0;0;0;0;0;0
unauffällig;0;0;0;0;0;0;0;0;0;0
unaufhörlich;0;0;0;0;0;0;0;0;0;0
unaufhörlich;0;1;0;0;0;0;0;0;0;0
unaufhörlich;0;0;0;0;0;0;0;0;0;0
Unaufmerksamkeit;0;1;1;0;0;0;0;0;0;0
unaufrichtig;0;1;0;0;1;0;0;0;0;0
unauslöschlich;1;0;0;0;0;0;0;0;0;1
unaussprechlich;1;0;0;0;0;0;0;0;0;0
unbeabsichtigt;0;0;0;0;0;0;0;0;0;0
unbeabsichtigt;0;0;0;0;0;0;0;0;1;0
unbeabsichtigt;0;0;0;0;0;0;0;0;1;0
unbeabsichtigt;0;1;0;0;0;0;0;0;1;0
unbedeutend;0;0;0;0;0;0;0;0;0;0
unbedingt;0;0;0;0;0;0;0;0;0;0
unbegrenzt;1;0;0;0;0;0;0;0;0;0
unbehaart;0;0;0;0;0;0;0;0;0;0
Unbeholfenheit;0;1;0;0;1;1;0;1;0;0
